timestamp,title,excerpt
13 January 2017,How many hospital black alerts were there this week?,"Media reports say that 23 hospital trusts in England have reached the highest level on the NHS’s system for saying whether they are under pressure, or are otherwise under serious strain. Read more…"
13 January 2017,Four million on hospital waiting lists,At least 3.7 million patient referrals in England were waiting to receive non-emergency treatment as of November 2016. It may be as high as 3.9 million. Read more…
13 January 2017,The number of doctors and nurses in NHS England,"In September 2016 there were the equivalent of 9,000 more doctors working full-time for NHS hospitals and community health services in England than there were in September 2010. Read more…"
13 January 2017,"NHS spending is going up, but other health spending isn’t","Government plans will see £5 billion rise in overall health spending in England by 2020, once you adjust for inflation. Read more…"
12 January 2017,The government has misquoted the head of NHS England on spending plans,The government has misquoted a statement from Simon Stevens in 2015. Read more…
11 January 2017,Fewer doctors and nurses working in mental health,There are fewer nurses and doctors specialising in mental health now than in 2010. Read more…
11 January 2017,Has the number of people using mental health services increased?,Changes to the way these figures are gathered means we don’t know for sure how the number of people accessing mental health services has changed between 2010/11 and 2014/15. Read more…
11 January 2017,A&E waiting times: better or worse?,"More patients are being seen within four hours at A&E departments, but the percentage of visits processed within that time has been falling. Read more…"
9 January 2017,How many patients die from thirst or starvation?,Roughly one patient every three or four days died as a direct result of malnutrition or dehydration in NHS and non-NHS hospitals in England and Wales across 2015. Read more…
9 January 2017,Public satisfaction with the NHS,"Data from 2017 doesn’t necessarily tell us much about public perceptions of the NHS this winter, still less its actual performance. Read more…"
21 December 2016,Health tourism: what's the cost?,"The government has previously estimated that ""health tourism"" costs the NHS around 0.3% of NHS spending allocated to specific services. Read more…"
15 December 2016,Delayed transfers of care: does geography matter?,There seems to be a 20 fold difference in delayed discharges from hospital between the best and worst performing councils. We’ve asked the Department of Health for more information. Read more…
14 December 2016,A £2.5 billion shortfall in social care funding?,"The Local Government Association, and several other expert groups, predict a significant gap in funding for adult social care by 2020. Read more…"
14 December 2016,Social care funding,The Prime Minister and Leader of the Opposition clashed over social care spending at PMQs today. We’ve investigated. Read more…
9 December 2016,Deaths following childbirth,"Suicide overtakes other causes of death between six weeks and one year after delivery, when it accounts for 15% of deaths - more than any other pregnancy-related cause. Read more…"
9 December 2016,How many NHS trusts are in deficit?,"In the third quarter of 2015/16 around 95% of acute NHS trusts were in deficit. But by the end of 2015/16 it was 65% of all NHS trusts, of which 75% were acute trusts. Read more…"
8 December 2016,Is half of the NHS not clinically qualified?,"51% of people working for the NHS are clinically qualified. Looking at it another way, that’s 53% of full-time equivalents. Read more…"
6 December 2016,How many excess deaths are there in winter?,"There were 24,300 excess winter deaths in 2015/16. These deaths were largely attributed to respiratory or circulatory conditions or dementia. Read more…"
29 November 2016,Will you have to prove you need to see your GP?,"About 180 GP surgeries are using initial telephone consultations (telephone triage) systematically to manage high demand for their services (out of about 7,700 practices in England). Read more…"
23 November 2016,£10 billion or £4.5 billion: what's going on with NHS spending?,We looked at how much money the NHS is getting from the government this parliament and whether or not it's more than it asked for. Read more…
23 November 2016,Are one million people without social care?,"Age UK say more than one million people are not receiving the social care they need, but the research hasn't been published yet. They've produced similar estimates before. Read more…"
